Project ID,Start Date,End Date,Duration (days),Status,Budget ($),Actual Cost ($),Location,Project Manager
PRJ2036,2023-06-04,2024-03-28,298,On Hold,549818.61,647687.5944223179,Mississauga,Daniel Lee
PRJ2037,2023-11-20,2024-02-18,90,In Progress,564623.41,674763.6239268474,Hamilton,Bob Johnson
PRJ2038,2023-07-08,2023-08-11,34,On Hold,372500.85,368542.6415496874,Mississauga,Bob Johnson
PRJ2039,2023-05-01,2024-01-02,246,Completed,438190.34,491202.9132744517,London,Bob Johnson
PRJ2040,2023-06-14,2024-04-14,305,On Hold,447694.28,490079.445113402,London,Daniel Lee
PRJ2041,2023-10-04,2024-04-08,187,In Progress,483499.26,444300.5650135879,Mississauga,Cathy Zhang
PRJ2042,2023-08-23,2023-10-21,59,Planned,608268.35,500863.4173199276,Ottawa,Cathy Zhang
PRJ2043,2023-08-28,2024-03-12,197,On Hold,614031.34,526238.6758375807,Ottawa,Alice Smith
PRJ2044,2023-03-13,2023-11-09,241,On Hold,749886.74,851359.6490235524,Ottawa,Bob Johnson
PRJ2045,2023-03-01,2023-07-25,146,In Progress,273062.61,298316.94966250187,Hamilton,Cathy Zhang
PRJ2046,2023-12-29,2024-11-05,312,In Progress,407570.43,434361.6392885895,London,Alice Smith
PRJ2047,2023-11-14,2024-07-25,254,On Hold,681400.92,580730.4296460086,London,Alice Smith
PRJ2048,2023-01-09,2023-08-05,208,Completed,319929.97,337837.17825525027,London,Bob Johnson
PRJ2049,2023-09-06,2024-04-22,229,On Hold,679126.51,753056.8552301129,Hamilton,Alice Smith
PRJ2050,2023-02-03,2023-03-06,31,In Progress,514735.13,588980.8854370256,London,Cathy Zhang
PRJ2051,2023-12-11,2024-07-06,208,Planned,518413.28,417474.3323381438,Mississauga,Alice Smith
PRJ2052,2023-07-07,2024-05-13,311,Planned,372020.2,399471.58571834065,Toronto,Alice Smith
PRJ2053,2023-10-02,2023-11-25,54,Completed,454883.68,367381.8287440633,Hamilton,Cathy Zhang
PRJ2054,2023-09-01,2024-08-16,350,On Hold,674737.64,730571.5982328258,Toronto,Alice Smith
PRJ2055,2023-10-13,2024-08-01,293,Planned,495231.69,522097.28906253487,Mississauga,Alice Smith
PRJ2056,2023-03-16,2023-05-09,54,On Hold,455550.1,391472.0335150097,Ottawa,Daniel Lee
PRJ2057,2023-06-17,2024-01-19,216,In Progress,540571.92,598115.0984313599,Ottawa,Alice Smith
PRJ2058,2023-07-27,2023-12-15,141,Planned,480778.24,397766.6110325727,Ottawa,Alice Smith
PRJ2059,2023-05-23,2023-10-29,159,Completed,534515.11,604301.140580791,Hamilton,Daniel Lee
PRJ2060,2023-04-06,2023-07-23,108,In Progress,415025.87,375503.66108863166,Ottawa,Daniel Lee
PRJ2061,2023-02-22,2024-02-20,363,Completed,492284.74,529472.2959724795,Hamilton,Daniel Lee
PRJ2062,2023-01-18,2023-08-31,225,In Progress,435892.37,509765.55040070444,Hamilton,Bob Johnson
PRJ2063,2023-09-16,2024-06-04,262,Planned,319603.34,299126.6128431587,Toronto,Bob Johnson
PRJ2064,2023-04-16,2023-07-21,96,Completed,548195.78,548830.3885255716,Ottawa,Cathy Zhang
PRJ2065,2023-12-05,2024-06-25,203,Completed,376622.72,371066.4854509884,London,Alice Smith
PRJ2066,2023-06-01,2023-10-25,146,In Progress,483525.91,417304.39639278036,Ottawa,Cathy Zhang
PRJ2067,2023-12-29,2024-10-10,286,Completed,592606.82,614014.6253378948,Ottawa,Bob Johnson
PRJ2068,2023-06-02,2023-08-23,82,In Progress,350218.65,384260.1715407266,Ottawa,Alice Smith
PRJ2069,2023-05-15,2023-11-22,191,In Progress,560468.41,653926.479014382,London,Alice Smith
PRJ2070,2023-11-28,2024-01-09,42,In Progress,470018.65,535972.1560975167,London,Daniel Lee
PRJ2071,2023-02-02,2023-10-19,259,In Progress,403347.66,404964.1773471812,Hamilton,Bob Johnson
PRJ2072,2023-02-01,2023-06-29,148,Planned,702292.33,763817.9571008625,London,Alice Smith
PRJ2073,2023-02-17,2023-04-01,43,In Progress,499944.37,560094.3596422642,Hamilton,Daniel Lee
PRJ2074,2023-06-17,2023-12-11,177,On Hold,443190.71,442036.4133674742,Toronto,Alice Smith
PRJ2075,2023-11-30,2024-04-16,138,Completed,421978.71,357066.15726577345,Hamilton,Bob Johnson
PRJ2076,2023-07-25,2023-10-27,94,On Hold,588116.25,573514.6794374204,Ottawa,Cathy Zhang
PRJ2077,2023-09-27,2024-07-25,302,Planned,438794.38,498905.35537450877,Mississauga,Cathy Zhang
PRJ2078,2023-01-01,2023-05-16,135,On Hold,575651.81,597904.529974339,Mississauga,Alice Smith
PRJ2079,2023-11-15,2024-03-09,115,Completed,499752.02,544621.4309265355,Ottawa,Daniel Lee
PRJ2080,2023-08-06,2024-07-16,345,On Hold,611618.81,534620.4108960078,Hamilton,Daniel Lee
PRJ2081,2023-12-14,2024-11-03,325,Planned,395746.06,469249.9969114795,Ottawa,Daniel Lee
PRJ2082,2023-03-16,2024-02-03,324,In Progress,409693.68,393974.63965778495,London,Bob Johnson
PRJ2083,2023-04-20,2024-02-27,313,On Hold,471899.47,500899.67869746767,Hamilton,Cathy Zhang
PRJ2084,2023-10-08,2024-05-20,225,Planned,480193.35,387779.6124615663,Ottawa,Cathy Zhang
PRJ2085,2023-06-17,2023-11-24,160,Planned,464544.3,395293.6150243603,London,Alice Smith
PRJ2086,2023-01-16,2023-07-02,167,Completed,763144.04,849237.1488553709,London,Cathy Zhang
PRJ2087,2023-08-19,2024-05-28,283,Completed,706324.7,838540.0512865039,Hamilton,Daniel Lee
PRJ2088,2023-07-17,2024-06-23,342,On Hold,529905.51,491764.0464595617,Toronto,Bob Johnson
PRJ2089,2023-10-31,2024-06-22,235,In Progress,541697.21,441414.04815337306,Toronto,Daniel Lee
PRJ2090,2023-10-24,2024-04-29,188,Planned,476356.78,449845.92501152,London,Daniel Lee
PRJ2091,2023-09-16,2023-11-11,56,On Hold,395017.45,318774.04651163175,Toronto,Cathy Zhang
PRJ2092,2023-11-17,2024-08-27,284,Planned,481792.78,422507.8107673327,London,Bob Johnson
PRJ2093,2023-02-23,2023-04-29,65,Planned,577111.78,635393.6096031399,Toronto,Bob Johnson
PRJ2094,2023-01-05,2023-08-30,237,In Progress,630562.68,740807.3326827757,London,Daniel Lee
PRJ2095,2023-08-21,2024-05-04,257,In Progress,599570.84,500629.4403889137,London,Alice Smith
PRJ2096,2023-12-03,2024-10-31,333,On Hold,349022.57,357106.0414501782,London,Cathy Zhang
PRJ2097,2023-07-19,2024-05-24,310,In Progress,471077.23,424700.77829686605,London,Alice Smith
PRJ2098,2023-08-07,2024-05-01,268,In Progress,353113.24,302132.0393842648,Mississauga,Daniel Lee
PRJ2099,2023-03-06,2023-04-30,55,On Hold,616884.36,547541.6795877225,Toronto,Cathy Zhang
PRJ2100,2023-03-31,2023-11-13,227,In Progress,458761.56,473031.44246225344,London,Alice Smith
PRJ2101,2023-09-02,2024-04-21,232,Completed,495288.99,409135.35257373325,Ottawa,Alice Smith
PRJ2102,2023-07-31,2024-06-02,307,Planned,548005.03,533585.6139279327,Hamilton,Alice Smith
PRJ2103,2023-05-07,2023-07-12,66,Planned,776613.99,663299.1283557661,Ottawa,Cathy Zhang
PRJ2104,2023-03-21,2023-10-18,211,Planned,526827.49,478923.49883743323,Ottawa,Alice Smith
PRJ2105,2023-03-02,2023-06-23,113,Planned,476172.9,417271.13695256255,Mississauga,Bob Johnson
PRJ2106,2023-03-17,2023-07-17,122,On Hold,375895.79,433479.3412238319,Toronto,Daniel Lee
PRJ2107,2023-11-29,2024-06-02,186,Planned,645863.94,699602.7470884698,Mississauga,Cathy Zhang
PRJ2108,2023-04-29,2023-10-05,159,Planned,481836.35,552851.8156606543,Toronto,Bob Johnson
PRJ2109,2023-01-13,2023-05-27,134,Planned,665714.25,634682.0693215164,London,Alice Smith
PRJ2110,2023-07-07,2023-09-26,81,Planned,610561.31,564992.277846626,Mississauga,Daniel Lee
PRJ2111,2023-04-30,2023-06-06,37,Completed,453704.39,432033.144441161,Hamilton,Alice Smith
PRJ2112,2023-01-07,2023-12-02,329,Planned,360772.38,291294.57468648016,Toronto,Bob Johnson
PRJ2113,2023-11-14,2024-04-06,144,Completed,527256.91,574647.6627114475,Mississauga,Alice Smith
PRJ2114,2023-08-06,2024-04-02,240,On Hold,438509.65,412159.15906108037,Hamilton,Cathy Zhang
PRJ2115,2023-12-26,2024-12-09,349,In Progress,503934.58,466305.5437437892,Ottawa,Bob Johnson
PRJ2116,2023-08-21,2024-07-07,321,Planned,604904.96,628651.3668889278,London,Cathy Zhang
PRJ2117,2023-11-21,2024-02-14,85,In Progress,334641.79,326108.4125367659,London,Daniel Lee
PRJ2118,2023-09-16,2023-11-28,73,In Progress,526461.38,627719.5652796007,Ottawa,Cathy Zhang
PRJ2119,2023-08-17,2024-04-19,246,On Hold,575959.62,542842.6428847349,Mississauga,Cathy Zhang
PRJ2120,2023-09-29,2024-08-07,313,In Progress,580811.06,607271.8459369484,Ottawa,Alice Smith
PRJ2121,2023-05-29,2024-03-23,299,Completed,363645.78,336248.8670276222,Hamilton,Alice Smith
PRJ2122,2023-01-25,2023-04-02,67,In Progress,541933.65,648281.6213188956,Toronto,Bob Johnson
PRJ2123,2023-03-02,2023-11-08,251,In Progress,620353.66,606733.4317980075,Mississauga,Daniel Lee
PRJ2124,2023-01-23,2023-03-25,61,In Progress,534323.38,562990.6438310923,Toronto,Bob Johnson
PRJ2125,2023-04-22,2024-02-23,307,Planned,488430.58,415502.35969679407,Ottawa,Daniel Lee
PRJ2126,2023-09-26,2024-08-03,312,Planned,613961.29,671188.4290235715,London,Daniel Lee
PRJ2127,2023-07-06,2023-08-30,55,Completed,430568.12,390819.8034018391,Toronto,Cathy Zhang
PRJ2128,2023-06-09,2024-03-27,292,Completed,347016.71,339883.8860237404,Toronto,Alice Smith
PRJ2129,2023-09-15,2024-08-17,337,Planned,479940.22,553492.6064890855,London,Daniel Lee
PRJ2130,2023-10-27,2024-09-02,311,Completed,553504.52,657685.6975545083,Toronto,Alice Smith
PRJ2131,2023-06-27,2023-11-26,152,Planned,603893.68,585673.5076022833,Toronto,Daniel Lee
PRJ2132,2023-06-07,2023-08-03,57,On Hold,553050.26,627115.3410243719,London,Alice Smith
PRJ2133,2023-04-20,2023-09-14,147,In Progress,583582.11,479319.09552231454,London,Bob Johnson
PRJ2134,2023-12-30,2024-05-06,128,In Progress,604531.14,688578.8697854006,Ottawa,Alice Smith
PRJ2135,2023-03-15,2023-04-24,40,Completed,466062.3,490206.2514464819,Ottawa,Cathy Zhang
PRJ2136,2023-08-31,2024-02-22,175,Planned,485206.07,483014.135740019,Toronto,Daniel Lee
PRJ2137,2023-01-16,2023-06-03,138,Planned,628716.78,726787.470004304,Mississauga,Cathy Zhang
PRJ2138,2023-06-29,2023-08-03,35,Completed,378984.3,431335.254214215,Ottawa,Daniel Lee
PRJ2139,2023-05-12,2024-03-09,302,Planned,542913.29,498816.80759740784,Ottawa,Cathy Zhang
PRJ2140,2023-04-01,2023-12-18,261,On Hold,428329.12,478270.30491998134,Mississauga,Daniel Lee
PRJ2141,2023-07-23,2024-04-19,271,In Progress,610026.16,512297.7568867488,Mississauga,Alice Smith
PRJ2142,2023-08-05,2024-03-12,220,Completed,498206.45,562527.679790891,London,Daniel Lee
PRJ2143,2023-07-06,2024-04-06,275,Completed,500759.39,535903.8093013583,Ottawa,Cathy Zhang
PRJ2144,2023-03-08,2023-04-28,51,Planned,672887.99,561960.0715237879,Hamilton,Cathy Zhang
PRJ2145,2023-03-16,2023-10-03,201,Completed,392395.72,421131.6705952433,Hamilton,Daniel Lee
PRJ2146,2023-11-20,2024-11-12,358,On Hold,521581.95,538380.9105365803,Toronto,Daniel Lee
PRJ2147,2023-11-30,2024-08-22,266,Planned,481987.39,500216.1725900544,Ottawa,Bob Johnson
PRJ2148,2023-05-21,2024-03-03,287,Planned,553241.13,506960.06085896044,Hamilton,Bob Johnson
PRJ2149,2023-03-28,2023-09-04,160,Planned,692933.08,628212.3542465108,Ottawa,Alice Smith
PRJ2150,2023-07-23,2024-04-03,255,Planned,439475.85,485626.9866099142,Ottawa,Alice Smith
PRJ2151,2023-04-27,2024-03-20,328,On Hold,380260.23,343270.5653434864,Hamilton,Alice Smith
PRJ2152,2023-04-01,2023-11-23,236,Planned,419067.26,410059.36764296173,Ottawa,Alice Smith
PRJ2153,2023-04-18,2023-07-23,96,Completed,476718.19,513861.9735375701,Mississauga,Alice Smith
PRJ2154,2023-08-06,2024-01-24,171,On Hold,506423.08,421266.2668861181,Toronto,Daniel Lee
PRJ2155,2023-03-08,2023-12-27,294,In Progress,511452.88,530795.6970344296,London,Bob Johnson
PRJ2156,2023-04-28,2023-09-26,151,In Progress,680266.1,704585.9865813926,Hamilton,Daniel Lee
PRJ2157,2023-11-13,2024-07-21,251,Completed,662483.9,711303.3219524286,London,Bob Johnson
PRJ2158,2023-03-09,2023-05-13,65,Completed,630294.65,597501.1997423387,Toronto,Bob Johnson
PRJ2159,2023-08-19,2024-04-09,234,On Hold,751443.86,736108.3257937839,Mississauga,Cathy Zhang
PRJ2160,2023-01-01,2023-09-13,255,In Progress,582409.85,542798.8314556527,Mississauga,Cathy Zhang
PRJ2161,2023-12-12,2024-05-14,154,In Progress,610835.51,686131.5533749448,Mississauga,Bob Johnson
PRJ2162,2023-08-22,2024-08-20,364,In Progress,580477.05,494708.2594736129,Mississauga,Daniel Lee
PRJ2163,2023-08-15,2024-06-28,318,In Progress,564090.53,668549.7064151613,Hamilton,Bob Johnson
PRJ2164,2023-08-18,2024-05-01,257,In Progress,539439.65,568534.0375155098,Hamilton,Alice Smith
PRJ2165,2023-12-16,2024-06-17,184,Planned,460314.3,531553.779201551,Ottawa,Daniel Lee
PRJ2166,2023-09-15,2023-10-23,38,Completed,375322.18,364247.39204020414,Ottawa,Daniel Lee
PRJ2167,2023-08-13,2024-08-09,362,Planned,486934.6,454266.9504918794,Toronto,Bob Johnson
PRJ2168,2023-03-23,2023-08-19,149,In Progress,556577.37,645791.3369959705,Ottawa,Alice Smith
PRJ2169,2023-12-09,2024-09-28,294,On Hold,507226.19,425841.34789227485,Toronto,Bob Johnson
PRJ2170,2023-04-14,2023-10-25,194,On Hold,393466.43,333204.2497230261,Toronto,Alice Smith
PRJ2171,2023-02-08,2024-01-07,333,In Progress,483411.7,444612.45364399115,Toronto,Daniel Lee
PRJ2172,2023-09-30,2024-01-02,94,In Progress,478199.72,566145.4270174634,Mississauga,Bob Johnson
PRJ2173,2023-01-01,2023-09-02,244,On Hold,493764.54,520046.36437539355,London,Alice Smith
PRJ2174,2023-08-05,2024-02-20,199,Planned,549091.53,560994.449916362,London,Cathy Zhang
PRJ2175,2023-12-09,2024-04-02,115,Planned,570625.8,617498.4494871524,Hamilton,Daniel Lee
PRJ2176,2023-07-20,2024-06-04,320,In Progress,449994.85,435140.4400964844,Toronto,Daniel Lee
PRJ2177,2023-01-26,2023-08-30,216,Planned,598112.12,659854.8756202469,Mississauga,Cathy Zhang
PRJ2178,2023-01-11,2023-07-12,182,On Hold,613163.81,586976.9811912036,Ottawa,Alice Smith
PRJ2179,2023-11-18,2024-08-03,259,Planned,532030.19,601484.2168992759,Ottawa,Daniel Lee
PRJ2180,2023-05-13,2024-01-30,262,In Progress,566475.03,513746.41985525616,Hamilton,Alice Smith
PRJ2181,2023-09-05,2023-10-27,52,On Hold,598423.14,545174.6493414536,Hamilton,Cathy Zhang
PRJ2182,2023-03-03,2023-10-22,233,Planned,390235.54,393729.44451207476,Toronto,Bob Johnson
PRJ2183,2023-08-29,2023-11-08,71,Completed,605473.13,588704.2267342821,Toronto,Daniel Lee
PRJ2184,2023-07-19,2023-10-24,97,On Hold,420993.91,445936.25736734597,Ottawa,Daniel Lee
PRJ2185,2023-07-24,2023-11-19,118,On Hold,430729.84,407348.23138961196,Ottawa,Alice Smith
PRJ2186,2023-10-31,2024-02-14,106,Completed,519628.92,463623.44991269347,Ottawa,Daniel Lee
PRJ2187,2023-12-17,2024-10-31,319,Completed,285595.99,282146.96865080774,Ottawa,Bob Johnson
PRJ2188,2023-03-09,2024-01-23,320,On Hold,517562.03,530181.5378485748,London,Cathy Zhang
PRJ2189,2023-05-22,2024-01-03,226,Completed,598178.09,512662.56313349656,Toronto,Daniel Lee
PRJ2190,2023-09-27,2024-01-24,119,In Progress,335407.62,343017.1637067327,Toronto,Cathy Zhang
PRJ2191,2023-08-22,2023-12-20,120,In Progress,608900.93,564879.0258936721,Ottawa,Alice Smith
PRJ2192,2023-12-31,2024-10-17,291,In Progress,430121.24,411617.74854399194,Mississauga,Bob Johnson
PRJ2193,2023-12-06,2024-06-06,183,On Hold,520686.18,474723.77985068277,Ottawa,Daniel Lee
PRJ2194,2023-10-04,2023-12-02,59,Completed,444642.55,521371.9052984968,Hamilton,Cathy Zhang
PRJ2195,2023-05-29,2023-10-31,155,Completed,557291.85,598160.5761467082,Mississauga,Bob Johnson
PRJ2196,2023-06-06,2024-02-18,257,Planned,602494.76,545248.192930752,Hamilton,Cathy Zhang
PRJ2197,2023-04-27,2023-06-10,44,Planned,564701.04,597460.7781816297,Mississauga,Alice Smith
PRJ2198,2023-06-19,2024-05-16,332,Completed,499601.89,569260.8638516178,Hamilton,Bob Johnson
PRJ2199,2023-08-11,2024-04-08,241,Completed,452414.47,434612.90313554363,Ottawa,Bob Johnson
PRJ2200,2023-04-14,2023-07-04,81,Completed,493069.8,558146.6332192548,Ottawa,Alice Smith
PRJ2201,2023-02-17,2023-04-25,67,On Hold,565597.15,487412.38097444334,Mississauga,Alice Smith
PRJ2202,2023-05-17,2024-02-02,261,Completed,569026.64,642495.118201764,Hamilton,Daniel Lee
PRJ2203,2023-11-10,2023-12-18,38,Planned,555082.66,564029.3141621051,London,Alice Smith
PRJ2204,2023-03-14,2023-08-31,170,On Hold,371742.25,330549.4151461715,Mississauga,Alice Smith
PRJ2205,2023-01-13,2023-05-18,125,Completed,497697.75,479211.5404101447,Mississauga,Cathy Zhang
PRJ2206,2023-06-21,2024-05-28,342,Planned,436657.1,521891.34196082456,Toronto,Bob Johnson
PRJ2207,2023-10-08,2024-05-25,230,On Hold,566492.9,630745.8880720865,Mississauga,Cathy Zhang
PRJ2208,2023-01-06,2023-09-19,256,Completed,423502.82,436222.5343160542,London,Alice Smith
PRJ2209,2023-03-23,2023-07-20,119,Completed,545205.38,461279.4977408774,Ottawa,Daniel Lee
PRJ2210,2023-04-16,2023-08-13,119,Completed,471781.22,456271.23932456033,Hamilton,Cathy Zhang
PRJ2211,2023-12-22,2024-03-22,91,On Hold,312090.38,282510.6427870243,Toronto,Cathy Zhang
PRJ2212,2023-03-06,2024-01-30,330,Planned,593095.93,491320.92451210145,Hamilton,Bob Johnson
PRJ2213,2023-05-21,2024-03-02,286,Planned,497471.28,505869.4685111261,Ottawa,Bob Johnson
PRJ2214,2023-01-14,2023-12-06,326,In Progress,627597.73,725298.554707438,Mississauga,Bob Johnson
PRJ2215,2023-03-12,2024-02-23,348,Completed,333469.09,356891.9412976582,London,Daniel Lee
PRJ2216,2023-05-18,2023-07-05,48,In Progress,470847.87,423702.88754455897,Toronto,Daniel Lee
PRJ2217,2023-11-01,2024-07-08,250,In Progress,478359.56,492439.52008207503,London,Alice Smith
PRJ2218,2023-06-26,2023-08-21,56,Planned,527020.63,620458.0744988472,London,Alice Smith
PRJ2219,2023-04-23,2023-05-27,34,On Hold,367481.27,400248.112700095,London,Bob Johnson
PRJ2220,2023-12-14,2024-12-12,364,On Hold,554403.79,596421.8091748755,London,Cathy Zhang
PRJ2221,2023-06-29,2023-09-23,86,Planned,691166.24,820596.2877907068,Ottawa,Bob Johnson
PRJ2222,2023-05-25,2024-04-22,333,On Hold,547453.73,612901.453602058,London,Alice Smith
PRJ2223,2023-12-31,2024-12-08,343,In Progress,509287.24,435262.0428735138,London,Cathy Zhang
PRJ2224,2023-04-15,2024-02-21,312,Completed,362254.26,340176.3244730398,Ottawa,Alice Smith
PRJ2225,2023-11-13,2024-05-08,177,Planned,422575.39,501198.1952076404,Hamilton,Daniel Lee
PRJ2226,2023-01-26,2023-07-21,176,Completed,494415.51,492379.5848888617,Ottawa,Bob Johnson
PRJ2227,2023-03-22,2023-06-23,93,On Hold,447022.35,377579.6532621891,Mississauga,Bob Johnson
PRJ2228,2023-07-27,2024-04-25,273,Completed,602625.64,592647.3356478673,Ottawa,Cathy Zhang
PRJ2229,2023-03-01,2023-08-10,162,On Hold,553370.32,596974.4035902375,Hamilton,Bob Johnson
PRJ2230,2023-12-12,2024-08-20,252,On Hold,769237.86,922331.0317171534,Mississauga,Alice Smith
PRJ2231,2023-10-20,2024-05-20,213,In Progress,401914.16,373604.1812904133,Mississauga,Alice Smith
PRJ2232,2023-09-08,2023-11-18,71,On Hold,503311.46,506147.4942249299,Toronto,Daniel Lee
PRJ2233,2023-05-22,2023-12-06,198,In Progress,361650.76,416575.4861575734,London,Alice Smith
PRJ2234,2023-08-04,2024-05-28,298,In Progress,277755.92,261675.7651989421,Mississauga,Cathy Zhang
PRJ2235,2023-03-17,2023-11-22,250,In Progress,572272.1,482828.6161758075,Mississauga,Alice Smith
PRJ2236,2023-11-20,2024-07-15,238,Planned,549661.54,648366.6537658296,Hamilton,Daniel Lee
PRJ2237,2023-06-08,2023-07-09,31,Planned,414540.96,412624.2563672755,Mississauga,Daniel Lee
PRJ2238,2023-02-23,2023-12-20,300,On Hold,509302.96,509870.06085437967,Hamilton,Bob Johnson
PRJ2239,2023-02-11,2023-04-28,76,In Progress,437073.24,458262.57595624734,London,Cathy Zhang
PRJ2240,2023-08-10,2023-09-22,43,Planned,450579.25,361100.8117022925,Toronto,Alice Smith
PRJ2241,2023-11-07,2024-05-13,188,In Progress,467971.54,548674.3880691859,Toronto,Daniel Lee
PRJ2242,2023-12-21,2024-07-29,221,Completed,410343.48,387602.42239046417,London,Alice Smith
PRJ2243,2023-05-30,2024-01-13,228,Completed,428335.01,410675.93329748744,London,Daniel Lee
PRJ2244,2023-11-04,2024-07-22,261,Completed,431156.46,374952.4987278774,Ottawa,Bob Johnson
PRJ2245,2023-07-30,2023-10-07,69,On Hold,542287.88,515857.1186763794,Mississauga,Daniel Lee
PRJ2246,2023-01-20,2023-09-09,232,In Progress,222577.98,249638.4348456806,Mississauga,Bob Johnson
PRJ2247,2023-12-31,2024-08-06,219,Completed,477237.07,534503.9287339211,Mississauga,Cathy Zhang
PRJ2248,2023-09-27,2023-12-15,79,Planned,391231.81,459430.84474232397,Hamilton,Alice Smith
PRJ2249,2023-09-27,2024-05-20,236,Completed,394844.73,379560.99690747645,Ottawa,Alice Smith
PRJ2250,2023-10-14,2024-03-10,148,Completed,447434.66,484790.35402577464,Mississauga,Bob Johnson
PRJ2251,2023-02-28,2023-10-24,238,Completed,498566.03,500009.38966669503,Hamilton,Cathy Zhang
PRJ2252,2023-09-08,2023-12-18,101,On Hold,478558.81,536755.9237460623,Hamilton,Bob Johnson
PRJ2253,2023-10-29,2024-07-25,270,Planned,393593.95,427056.0495662369,Toronto,Daniel Lee
PRJ2254,2023-08-09,2024-02-28,203,In Progress,572169.65,541936.8751980099,Hamilton,Bob Johnson
PRJ2255,2023-08-27,2023-11-15,80,Planned,409739.6,382971.1208710297,London,Cathy Zhang
PRJ2256,2023-12-05,2024-10-21,321,In Progress,426529.37,384293.1458866269,Hamilton,Daniel Lee
PRJ2257,2023-03-10,2023-09-25,199,On Hold,528449.18,544623.062696309,London,Alice Smith
PRJ2258,2023-04-13,2024-01-28,290,On Hold,532036.86,630749.4577181772,London,Alice Smith
PRJ2259,2023-03-11,2023-11-06,240,On Hold,438830.03,386182.1409882875,Toronto,Alice Smith
PRJ2260,2023-06-20,2024-03-21,275,On Hold,206383.8,172970.4654409933,Toronto,Cathy Zhang
PRJ2261,2023-06-19,2024-03-02,257,In Progress,411450.91,348811.7291347534,Hamilton,Cathy Zhang
PRJ2262,2023-04-15,2023-10-06,174,Completed,516188.82,574641.7686548508,Toronto,Cathy Zhang
PRJ2263,2023-01-08,2023-11-28,324,In Progress,568860.81,534753.0090200835,Toronto,Cathy Zhang
PRJ2264,2023-03-30,2023-12-14,259,Planned,492070.33,437817.967577457,Mississauga,Cathy Zhang
PRJ2265,2023-05-12,2024-02-27,291,On Hold,452101.4,425489.64795937005,Hamilton,Daniel Lee
PRJ2266,2023-08-11,2024-01-04,146,On Hold,729321.1,771718.2313106883,Hamilton,Bob Johnson
PRJ2267,2023-09-25,2024-03-27,184,Planned,462751.39,471411.7128193567,Hamilton,Alice Smith
PRJ2268,2023-03-04,2023-11-07,248,In Progress,561223.27,615906.4873060806,Toronto,Cathy Zhang
PRJ2269,2023-07-10,2024-04-03,268,Completed,366494.79,342903.39553690294,Toronto,Alice Smith
PRJ2270,2023-06-22,2024-03-17,269,Completed,390983.22,383480.8108740917,London,Cathy Zhang
PRJ2271,2023-11-22,2024-01-29,68,Planned,564732.56,474819.9912173826,Ottawa,Alice Smith
PRJ2272,2023-08-22,2024-03-01,192,Completed,604456.13,501229.202577606,Ottawa,Bob Johnson
PRJ2273,2023-10-07,2024-10-04,363,In Progress,461028.31,454067.7493588221,Ottawa,Alice Smith
PRJ2274,2023-07-18,2023-11-08,113,In Progress,315136.43,290126.7752682479,Mississauga,Alice Smith
PRJ2275,2023-04-10,2023-11-21,225,Planned,483244.27,505048.36205500277,Toronto,Cathy Zhang
PRJ2276,2023-03-05,2023-12-03,273,In Progress,518940.59,424078.69964283356,London,Daniel Lee
PRJ2277,2023-07-19,2023-11-28,132,On Hold,509881.8,432740.02391597844,London,Daniel Lee
PRJ2278,2023-06-27,2024-04-25,303,Planned,443661.03,508469.4025607995,Ottawa,Alice Smith
PRJ2279,2023-08-04,2024-05-30,300,In Progress,484711.59,497568.3946008014,Mississauga,Daniel Lee
PRJ2280,2023-04-18,2024-03-05,322,Planned,425022.32,461073.4839503854,Mississauga,Bob Johnson
PRJ2281,2023-12-11,2024-08-24,257,Completed,388816.18,442001.8971449109,Ottawa,Bob Johnson
PRJ2282,2023-07-31,2024-02-15,199,In Progress,575566.85,567240.5486774325,Ottawa,Daniel Lee
PRJ2283,2023-02-09,2023-07-23,164,On Hold,509779.83,563013.15726347,Toronto,Daniel Lee
PRJ2284,2023-02-14,2023-06-10,116,In Progress,484931.64,489700.57007218956,Mississauga,Bob Johnson
PRJ2285,2023-09-06,2023-10-11,35,Planned,449285.23,399459.27699385525,London,Daniel Lee
PRJ2286,2024-01-01,2024-10-14,287,Planned,481982.64,450683.876660385,Ottawa,Daniel Lee
PRJ2287,2023-04-24,2023-12-30,250,In Progress,516031.64,514039.8489090704,Toronto,Cathy Zhang
PRJ2288,2023-03-23,2023-11-29,251,On Hold,672868.16,623583.407368296,London,Cathy Zhang
PRJ2289,2023-07-24,2023-09-14,52,On Hold,565453.68,528253.0911262818,Mississauga,Daniel Lee
PRJ2290,2023-02-27,2023-06-09,102,On Hold,433369.09,405181.5217003206,Ottawa,Daniel Lee
PRJ2291,2023-07-22,2023-10-05,75,Planned,434423.63,368884.73980969057,Ottawa,Cathy Zhang
PRJ2292,2023-06-11,2024-05-25,349,In Progress,418831.89,349245.921261294,Toronto,Cathy Zhang
PRJ2293,2023-04-10,2023-07-28,109,Completed,479947.95,392884.6315731841,Toronto,Daniel Lee
PRJ2294,2023-03-14,2023-07-19,127,Planned,418754.85,353589.2689783978,Mississauga,Cathy Zhang
PRJ2295,2023-12-07,2024-01-20,44,On Hold,547482.37,513255.3253552866,Ottawa,Bob Johnson
PRJ2296,2023-10-02,2024-07-24,296,In Progress,235648.37,244496.66520869356,Toronto,Alice Smith
